alpha_band,alpha_gt,base_clip_id,beta_gt,beta_sign,camera_a,camera_b,camera_pair_category,common_overlap_frames,fps,low_motion,offset_band,original_end_frame,original_start_frame,person_id,protocol,sample_id,seed,source_sequence_id,split,valid_warped_start,valid_warped_stop_exclusive,velocity_bucket,velocity_cm_s
one_control,1.0,52c8ad6a9cc1d8debda5,-2.0,negative,00_24,00_26,small,70,29.97,False,small_medium,239,168,0,affine,aeb9bcd8744acddb022ddd4a,2908,160906_band1,train,2,72,Q4,9.772013
one_control,1.0,52c8ad6a9cc1d8debda5,0.0,zero,00_24,00_26,small,72,29.97,False,zero,239,168,0,affine,7a8dfabfe03fb646b4c38cdd,2908,160906_band1,train,0,72,Q4,9.772013
one_control,1.0,52c8ad6a9cc1d8debda5,2.0,positive,00_24,00_26,small,70,29.97,False,small_medium,239,168,0,affine,9b40595b11164d3ef167a166,2908,160906_band1,train,0,70,Q4,9.772013
above_one,1.04,52c8ad6a9cc1d8debda5,-2.0,negative,00_24,00_26,small,69,29.97,False,small_medium,239,168,0,affine,8f4a457929989dbbf617ba2c,2908,160906_band1,train,2,71,Q4,9.772013
above_one,1.04,52c8ad6a9cc1d8debda5,0.0,zero,00_24,00_26,small,69,29.97,False,zero,239,168,0,affine,4a81a25579a8cfe5d0d9b812,2908,160906_band1,train,0,69,Q4,9.772013
above_one,1.04,52c8ad6a9cc1d8debda5,2.0,positive,00_24,00_26,small,67,29.97,False,small_medium,239,168,0,affine,e7c7b5aebeab98cc8bde6176,2908,160906_band1,train,0,67,Q4,9.772013
one_control,1.0,52c8ad6a9cc1d8debda5,-7.5,negative,00_11,00_23,medium,64,29.97,False,near_boundary,239,168,0,offset,dce5a0d893d08be6e9e6a48a,2908,160906_band1,train,8,72,Q4,9.772013
one_control,1.0,52c8ad6a9cc1d8debda5,-3.0,negative,00_11,00_23,medium,69,29.97,False,small_medium,239,168,0,offset,0c51a2e3b5a13c3a75d759b2,2908,160906_band1,train,3,72,Q4,9.772013
one_control,1.0,52c8ad6a9cc1d8debda5,-0.5,negative,00_11,00_23,medium,71,29.97,False,near_zero,239,168,0,offset,2afd6b98870771eb497f0407,2908,160906_band1,train,1,72,Q4,9.772013
one_control,1.0,52c8ad6a9cc1d8debda5,0.0,zero,00_11,00_23,medium,72,29.97,False,zero,239,168,0,offset,fbeec7b3d053f47132a6a1d8,2908,160906_band1,train,0,72,Q4,9.772013
one_control,1.0,52c8ad6a9cc1d8debda5,0.25,positive,00_11,00_23,medium,71,29.97,False,near_zero,239,168,0,offset,e3d298e5b662544fa6b6ceae,2908,160906_band1,train,0,71,Q4,9.772013
one_control,1.0,52c8ad6a9cc1d8debda5,2.0,positive,00_11,00_23,medium,70,29.97,False,small_medium,239,168,0,offset,df13a15c284788b10a58cf3a,2908,160906_band1,train,0,70,Q4,9.772013
one_control,1.0,52c8ad6a9cc1d8debda5,7.5,positive,00_11,00_23,medium,64,29.97,False,near_boundary,239,168,0,offset,7b81423ccc070ab13c149adb,2908,160906_band1,train,0,64,Q4,9.772013
below_one,0.96,52c8ad6a9cc1d8debda5,-2.0,negative,00_11,00_23,medium,69,29.97,False,small_medium,239,168,0,affine,23a6a937e2a2374e82d0057e,2908,160906_band1,train,3,72,Q4,9.772013
below_one,0.96,52c8ad6a9cc1d8debda5,0.0,zero,00_11,00_23,medium,72,29.97,False,zero,239,168,0,affine,d732c28ca20a51b0e6ebc550,2908,160906_band1,train,0,72,Q4,9.772013
below_one,0.96,52c8ad6a9cc1d8debda5,2.0,positive,00_11,00_23,medium,72,29.97,False,small_medium,239,168,0,affine,d08ec5def570c8ce4f7120c2,2908,160906_band1,train,0,72,Q4,9.772013
one_control,1.0,52c8ad6a9cc1d8debda5,-2.0,negative,00_11,00_23,medium,70,29.97,False,small_medium,239,168,0,affine,ed4ec1ca12c35c042d885c1c,2908,160906_band1,train,2,72,Q4,9.772013
one_control,1.0,52c8ad6a9cc1d8debda5,0.0,zero,00_11,00_23,medium,72,29.97,False,zero,239,168,0,affine,3a605c7d0c3fa661add72a83,2908,160906_band1,train,0,72,Q4,9.772013
one_control,1.0,52c8ad6a9cc1d8debda5,2.0,positive,00_11,00_23,medium,70,29.97,False,small_medium,239,168,0,affine,23ae61e1589c16ca790b2d3a,2908,160906_band1,train,0,70,Q4,9.772013
above_one,1.04,52c8ad6a9cc1d8debda5,-2.0,negative,00_11,00_23,medium,69,29.97,False,small_medium,239,168,0,affine,c17f21291fac71fba5c32920,2908,160906_band1,train,2,71,Q4,9.772013
above_one,1.04,52c8ad6a9cc1d8debda5,0.0,zero,00_11,00_23,medium,69,29.97,False,zero,239,168,0,affine,dbe10a4b9fc9f2d66171d05d,2908,160906_band1,train,0,69,Q4,9.772013
above_one,1.04,52c8ad6a9cc1d8debda5,2.0,positive,00_11,00_23,medium,67,29.97,False,small_medium,239,168,0,affine,613635c7eceb2fe9545c4065,2908,160906_band1,train,0,67,Q4,9.772013
one_control,1.0,52c8ad6a9cc1d8debda5,-7.5,negative,00_21,00_30,wide,64,29.97,False,near_boundary,239,168,0,offset,67e21f711b6cc2420af82525,2908,160906_band1,train,8,72,Q4,9.772013
one_control,1.0,52c8ad6a9cc1d8debda5,-3.0,negative,00_21,00_30,wide,69,29.97,False,small_medium,239,168,0,offset,66ad566cd48b12972db3505a,2908,160906_band1,train,3,72,Q4,9.772013
one_control,1.0,52c8ad6a9cc1d8debda5,-0.5,negative,00_21,00_30,wide,71,29.97,False,near_zero,239,168,0,offset,8a52907bc321ccc6f993efe3,2908,160906_band1,train,1,72,Q4,9.772013
one_control,1.0,52c8ad6a9cc1d8debda5,0.0,zero,00_21,00_30,wide,72,29.97,False,zero,239,168,0,offset,c9f2ffe76a70ccbf2b5991e4,2908,160906_band1,train,0,72,Q4,9.772013
one_control,1.0,52c8ad6a9cc1d8debda5,0.25,positive,00_21,00_30,wide,71,29.97,False,near_zero,239,168,0,offset,46bd07c5e61bbd255b71f913,2908,160906_band1,train,0,71,Q4,9.772013
one_control,1.0,52c8ad6a9cc1d8debda5,2.0,positive,00_21,00_30,wide,70,29.97,False,small_medium,239,168,0,offset,f8bbdbd82278c6096afb6a02,2908,160906_band1,train,0,70,Q4,9.772013
one_control,1.0,52c8ad6a9cc1d8debda5,7.5,positive,00_21,00_30,wide,64,29.97,False,near_boundary,239,168,0,offset,10f5b7260dd6a174190f1dd0,2908,160906_band1,train,0,64,Q4,9.772013
below_one,0.96,52c8ad6a9cc1d8debda5,-2.0,negative,00_21,00_30,wide,69,29.97,False,small_medium,239,168,0,affine,b86ebe74d2fcf7a6d2b760d4,2908,160906_band1,train,3,72,Q4,9.772013
below_one,0.96,52c8ad6a9cc1d8debda5,0.0,zero,00_21,00_30,wide,72,29.97,False,zero,239,168,0,affine,284f418227bac35c4b068667,2908,160906_band1,train,0,72,Q4,9.772013
below_one,0.96,52c8ad6a9cc1d8debda5,2.0,positive,00_21,00_30,wide,72,29.97,False,small_medium,239,168,0,affine,376a87e79dabdffc7d38bef0,2908,160906_band1,train,0,72,Q4,9.772013
one_control,1.0,52c8ad6a9cc1d8debda5,-2.0,negative,00_21,00_30,wide,70,29.97,False,small_medium,239,168,0,affine,5805ced4a869c4a9c3ddd5eb,2908,160906_band1,train,2,72,Q4,9.772013
one_control,1.0,52c8ad6a9cc1d8debda5,0.0,zero,00_21,00_30,wide,72,29.97,False,zero,239,168,0,affine,fd708c9e6018d201556f8576,2908,160906_band1,train,0,72,Q4,9.772013
one_control,1.0,52c8ad6a9cc1d8debda5,2.0,positive,00_21,00_30,wide,70,29.97,False,small_medium,239,168,0,affine,687c6f612de26283b249bcae,2908,160906_band1,train,0,70,Q4,9.772013
above_one,1.04,52c8ad6a9cc1d8debda5,-2.0,negative,00_21,00_30,wide,69,29.97,False,small_medium,239,168,0,affine,9fc4094619bae92e7a2b93cb,2908,160906_band1,train,2,71,Q4,9.772013
above_one,1.04,52c8ad6a9cc1d8debda5,0.0,zero,00_21,00_30,wide,69,29.97,False,zero,239,168,0,affine,093efbf1b5f6bd1a4db1bf58,2908,160906_band1,train,0,69,Q4,9.772013
above_one,1.04,52c8ad6a9cc1d8debda5,2.0,positive,00_21,00_30,wide,67,29.97,False,small_medium,239,168,0,affine,f7333e85cc616e884b22eaac,2908,160906_band1,train,0,67,Q4,9.772013
one_control,1.0,5d46b6665b836385740e,-7.5,negative,00_24,00_26,small,64,29.97,False,near_boundary,599,528,0,offset,147bf116c5bd95d35f382e8c,2908,160906_band1,train,8,72,Q4,26.081671
one_control,1.0,5d46b6665b836385740e,-3.0,negative,00_24,00_26,small,69,29.97,False,small_medium,599,528,0,offset,8ece00990fe7673ec77baefb,2908,160906_band1,train,3,72,Q4,26.081671
one_control,1.0,5d46b6665b836385740e,-0.5,negative,00_24,00_26,small,71,29.97,False,near_zero,599,528,0,offset,46275d957759444b1f2b2ee7,2908,160906_band1,train,1,72,Q4,26.081671
one_control,1.0,5d46b6665b836385740e,0.0,zero,00_24,00_26,small,72,29.97,False,zero,599,528,0,offset,f477ccf4458a584035e095e5,2908,160906_band1,train,0,72,Q4,26.081671
one_control,1.0,5d46b6665b836385740e,0.25,positive,00_24,00_26,small,71,29.97,False,near_zero,599,528,0,offset,01e4125dfad03c618dda2ad5,2908,160906_band1,train,0,71,Q4,26.081671
one_control,1.0,5d46b6665b836385740e,2.0,positive,00_24,00_26,small,70,29.97,False,small_medium,599,528,0,offset,f5129e1365252d5ad9621121,2908,160906_band1,train,0,70,Q4,26.081671
one_control,1.0,5d46b6665b836385740e,7.5,positive,00_24,00_26,small,64,29.97,False,near_boundary,599,528,0,offset,f4404fd9ce712e979e83177b,2908,160906_band1,train,0,64,Q4,26.081671
below_one,0.96,5d46b6665b836385740e,-2.0,negative,00_24,00_26,small,69,29.97,False,small_medium,599,528,0,affine,291c08934df1a302f2b3bd5c,2908,160906_band1,train,3,72,Q4,26.081671
below_one,0.96,5d46b6665b836385740e,0.0,zero,00_24,00_26,small,72,29.97,False,zero,599,528,0,affine,60b8a28a72e11a07a71799d8,2908,160906_band1,train,0,72,Q4,26.081671
below_one,0.96,5d46b6665b836385740e,2.0,positive,00_24,00_26,small,72,29.97,False,small_medium,599,528,0,affine,4c2e47458f926d749acb925d,2908,160906_band1,train,0,72,Q4,26.081671
one_control,1.0,5d46b6665b836385740e,-2.0,negative,00_24,00_26,small,70,29.97,False,small_medium,599,528,0,affine,c83b78e3dffa8841ad66d6ac,2908,160906_band1,train,2,72,Q4,26.081671
one_control,1.0,5d46b6665b836385740e,0.0,zero,00_24,00_26,small,72,29.97,False,zero,599,528,0,affine,03b00cfd31b0a6e22cd6197a,2908,160906_band1,train,0,72,Q4,26.081671
one_control,1.0,5d46b6665b836385740e,2.0,positive,00_24,00_26,small,70,29.97,False,small_medium,599,528,0,affine,28d761eea75d30131e546064,2908,160906_band1,train,0,70,Q4,26.081671
above_one,1.04,5d46b6665b836385740e,-2.0,negative,00_24,00_26,small,69,29.97,False,small_medium,599,528,0,affine,a0b0cb99fc78d360e2a33aba,2908,160906_band1,train,2,71,Q4,26.081671
above_one,1.04,5d46b6665b836385740e,0.0,zero,00_24,00_26,small,69,29.97,False,zero,599,528,0,affine,f6a61096f33b1a6f25f81582,2908,160906_band1,train,0,69,Q4,26.081671
above_one,1.04,5d46b6665b836385740e,2.0,positive,00_24,00_26,small,67,29.97,False,small_medium,599,528,0,affine,d0495e9dc485dcff6c9514c7,2908,160906_band1,train,0,67,Q4,26.081671
one_control,1.0,5d46b6665b836385740e,-7.5,negative,00_11,00_23,medium,64,29.97,False,near_boundary,599,528,0,offset,8fbc8073cac36545abf7863c,2908,160906_band1,train,8,72,Q4,26.081671
one_control,1.0,5d46b6665b836385740e,-3.0,negative,00_11,00_23,medium,69,29.97,False,small_medium,599,528,0,offset,b51242a9bdc648e2c585b92d,2908,160906_band1,train,3,72,Q4,26.081671
one_control,1.0,5d46b6665b836385740e,-0.5,negative,00_11,00_23,medium,71,29.97,False,near_zero,599,528,0,offset,1878ae476b1e7e56c032553a,2908,160906_band1,train,1,72,Q4,26.081671
one_control,1.0,5d46b6665b836385740e,0.0,zero,00_11,00_23,medium,72,29.97,False,zero,599,528,0,offset,1a358243a42f03851eddf38d,2908,160906_band1,train,0,72,Q4,26.081671
one_control,1.0,5d46b6665b836385740e,0.25,positive,00_11,00_23,medium,71,29.97,False,near_zero,599,528,0,offset,9c050a656b79a0edba4ad26f,2908,160906_band1,train,0,71,Q4,26.081671
one_control,1.0,5d46b6665b836385740e,2.0,positive,00_11,00_23,medium,70,29.97,False,small_medium,599,528,0,offset,79bb041615a635a007c85e58,2908,160906_band1,train,0,70,Q4,26.081671
one_control,1.0,5d46b6665b836385740e,7.5,positive,00_11,00_23,medium,64,29.97,False,near_boundary,599,528,0,offset,7342447f24bd609b7a80e1df,2908,160906_band1,train,0,64,Q4,26.081671
below_one,0.96,5d46b6665b836385740e,-2.0,negative,00_11,00_23,medium,69,29.97,False,small_medium,599,528,0,affine,d03b61c6eb60dc8a0756a56a,2908,160906_band1,train,3,72,Q4,26.081671
below_one,0.96,5d46b6665b836385740e,0.0,zero,00_11,00_23,medium,72,29.97,False,zero,599,528,0,affine,766977fcbce3e8c38f81d59b,2908,160906_band1,train,0,72,Q4,26.081671
below_one,0.96,5d46b6665b836385740e,2.0,positive,00_11,00_23,medium,72,29.97,False,small_medium,599,528,0,affine,00c5a9d11385c16e067c3d9a,2908,160906_band1,train,0,72,Q4,26.081671
one_control,1.0,5d46b6665b836385740e,-2.0,negative,00_11,00_23,medium,70,29.97,False,small_medium,599,528,0,affine,55e176d11e1c05178a1aba97,2908,160906_band1,train,2,72,Q4,26.081671
one_control,1.0,5d46b6665b836385740e,0.0,zero,00_11,00_23,medium,72,29.97,False,zero,599,528,0,affine,0c388867f00d7f1ae96917ee,2908,160906_band1,train,0,72,Q4,26.081671
one_control,1.0,5d46b6665b836385740e,2.0,positive,00_11,00_23,medium,70,29.97,False,small_medium,599,528,0,affine,d6f4fe2fd2d62778bfb7d718,2908,160906_band1,train,0,70,Q4,26.081671
above_one,1.04,5d46b6665b836385740e,-2.0,negative,00_11,00_23,medium,69,29.97,False,small_medium,599,528,0,affine,d0be1485b90ee99ae2894396,2908,160906_band1,train,2,71,Q4,26.081671
above_one,1.04,5d46b6665b836385740e,0.0,zero,00_11,00_23,medium,69,29.97,False,zero,599,528,0,affine,891c7deba7854ce13696364c,2908,160906_band1,train,0,69,Q4,26.081671
above_one,1.04,5d46b6665b836385740e,2.0,positive,00_11,00_23,medium,67,29.97,False,small_medium,599,528,0,affine,520df0d03fbc996993f17bcf,2908,160906_band1,train,0,67,Q4,26.081671
one_control,1.0,5d46b6665b836385740e,-7.5,negative,00_21,00_30,wide,64,29.97,False,near_boundary,599,528,0,offset,724b326cc90a4636cf517130,2908,160906_band1,train,8,72,Q4,26.081671
one_control,1.0,5d46b6665b836385740e,-3.0,negative,00_21,00_30,wide,69,29.97,False,small_medium,599,528,0,offset,55f76083819696ee9e13ef7a,2908,160906_band1,train,3,72,Q4,26.081671
one_control,1.0,5d46b6665b836385740e,-0.5,negative,00_21,00_30,wide,71,29.97,False,near_zero,599,528,0,offset,705645a8ff51471df80898bd,2908,160906_band1,train,1,72,Q4,26.081671
one_control,1.0,5d46b6665b836385740e,0.0,zero,00_21,00_30,wide,72,29.97,False,zero,599,528,0,offset,1cd0ede6d558bc4166d12c0d,2908,160906_band1,train,0,72,Q4,26.081671
one_control,1.0,5d46b6665b836385740e,0.25,positive,00_21,00_30,wide,71,29.97,False,near_zero,599,528,0,offset,9c206c971a30abe6bb371a96,2908,160906_band1,train,0,71,Q4,26.081671
one_control,1.0,5d46b6665b836385740e,2.0,positive,00_21,00_30,wide,70,29.97,False,small_medium,599,528,0,offset,6d9f6c435192133267e02551,2908,160906_band1,train,0,70,Q4,26.081671
one_control,1.0,5d46b6665b836385740e,7.5,positive,00_21,00_30,wide,64,29.97,False,near_boundary,599,528,0,offset,48e9c0baa7a7c4c473087eba,2908,160906_band1,train,0,64,Q4,26.081671
below_one,0.96,5d46b6665b836385740e,-2.0,negative,00_21,00_30,wide,69,29.97,False,small_medium,599,528,0,affine,f26e16b0bbf4f08a4e26533d,2908,160906_band1,train,3,72,Q4,26.081671
below_one,0.96,5d46b6665b836385740e,0.0,zero,00_21,00_30,wide,72,29.97,False,zero,599,528,0,affine,aa4e20c4b0ad7343861ba239,2908,160906_band1,train,0,72,Q4,26.081671
below_one,0.96,5d46b6665b836385740e,2.0,positive,00_21,00_30,wide,72,29.97,False,small_medium,599,528,0,affine,4d24b266d32434f3f1412bbc,2908,160906_band1,train,0,72,Q4,26.081671
one_control,1.0,5d46b6665b836385740e,-2.0,negative,00_21,00_30,wide,70,29.97,False,small_medium,599,528,0,affine,508aecdd539a94c0f0fd773f,2908,160906_band1,train,2,72,Q4,26.081671
one_control,1.0,5d46b6665b836385740e,0.0,zero,00_21,00_30,wide,72,29.97,False,zero,599,528,0,affine,1f87c64a1b281234682a397c,2908,160906_band1,train,0,72,Q4,26.081671
one_control,1.0,5d46b6665b836385740e,2.0,positive,00_21,00_30,wide,70,29.97,False,small_medium,599,528,0,affine,cb2f00738c1f6a08584d21f6,2908,160906_band1,train,0,70,Q4,26.081671
above_one,1.04,5d46b6665b836385740e,-2.0,negative,00_21,00_30,wide,69,29.97,False,small_medium,599,528,0,affine,d7cf385f6d0a84695fc1ac7c,2908,160906_band1,train,2,71,Q4,26.081671
above_one,1.04,5d46b6665b836385740e,0.0,zero,00_21,00_30,wide,69,29.97,False,zero,599,528,0,affine,ebf0c69ca37f28932b7c9bc8,2908,160906_band1,train,0,69,Q4,26.081671
above_one,1.04,5d46b6665b836385740e,2.0,positive,00_21,00_30,wide,67,29.97,False,small_medium,599,528,0,affine,668de0829651cf4d31aa0275,2908,160906_band1,train,0,67,Q4,26.081671
one_control,1.0,6663e5b7a61d7b9ca7d8,-7.5,negative,00_01,00_19,small,64,29.97,False,near_boundary,6357,6286,10,offset,13ab5454e1a836309f7d0c32,2908,160226_haggling1,test,8,72,Q2,5.109111
one_control,1.0,6663e5b7a61d7b9ca7d8,-3.0,negative,00_01,00_19,small,69,29.97,False,small_medium,6357,6286,10,offset,a5be9b7a14ad4f3567169d95,2908,160226_haggling1,test,3,72,Q2,5.109111
one_control,1.0,6663e5b7a61d7b9ca7d8,-0.5,negative,00_01,00_19,small,71,29.97,False,near_zero,6357,6286,10,offset,6b91be5e275661bcde366241,2908,160226_haggling1,test,1,72,Q2,5.109111
one_control,1.0,6663e5b7a61d7b9ca7d8,0.0,zero,00_01,00_19,small,72,29.97,False,zero,6357,6286,10,offset,00c7970e2353874b9c794586,2908,160226_haggling1,test,0,72,Q2,5.109111
one_control,1.0,6663e5b7a61d7b9ca7d8,0.25,positive,00_01,00_19,small,71,29.97,False,near_zero,6357,6286,10,offset,4217b9ae4a7184ce546af21a,2908,160226_haggling1,test,0,71,Q2,5.109111
one_control,1.0,6663e5b7a61d7b9ca7d8,2.0,positive,00_01,00_19,small,70,29.97,False,small_medium,6357,6286,10,offset,ca87a40cab47938007731e14,2908,160226_haggling1,test,0,70,Q2,5.109111
one_control,1.0,6663e5b7a61d7b9ca7d8,7.5,positive,00_01,00_19,small,64,29.97,False,near_boundary,6357,6286,10,offset,fd76e8d754cde5b435d3e039,2908,160226_haggling1,test,0,64,Q2,5.109111
below_one,0.96,6663e5b7a61d7b9ca7d8,-2.0,negative,00_01,00_19,small,69,29.97,False,small_medium,6357,6286,10,affine,7bfb049a287b44899e9764c9,2908,160226_haggling1,test,3,72,Q2,5.109111
below_one,0.96,6663e5b7a61d7b9ca7d8,0.0,zero,00_01,00_19,small,72,29.97,False,zero,6357,6286,10,affine,965da0074d16b3cd83b833da,2908,160226_haggling1,test,0,72,Q2,5.109111
below_one,0.96,6663e5b7a61d7b9ca7d8,2.0,positive,00_01,00_19,small,72,29.97,False,small_medium,6357,6286,10,affine,00e26f461560f349648023da,2908,160226_haggling1,test,0,72,Q2,5.109111
one_control,1.0,6663e5b7a61d7b9ca7d8,-2.0,negative,00_01,00_19,small,70,29.97,False,small_medium,6357,6286,10,affine,e5aec5c66def2fdb0791e41f,2908,160226_haggling1,test,2,72,Q2,5.109111
one_control,1.0,6663e5b7a61d7b9ca7d8,0.0,zero,00_01,00_19,small,72,29.97,False,zero,6357,6286,10,affine,34b3964ac9d98667f18a00fd,2908,160226_haggling1,test,0,72,Q2,5.109111
one_control,1.0,6663e5b7a61d7b9ca7d8,2.0,positive,00_01,00_19,small,70,29.97,False,small_medium,6357,6286,10,affine,36358c0dd33fa980ab72cf6c,2908,160226_haggling1,test,0,70,Q2,5.109111
above_one,1.04,6663e5b7a61d7b9ca7d8,-2.0,negative,00_01,00_19,small,69,29.97,False,small_medium,6357,6286,10,affine,5b39b333d31011a2b796099a,2908,160226_haggling1,test,2,71,Q2,5.109111
above_one,1.04,6663e5b7a61d7b9ca7d8,0.0,zero,00_01,00_19,small,69,29.97,False,zero,6357,6286,10,affine,496956327140a179f529c84e,2908,160226_haggling1,test,0,69,Q2,5.109111
above_one,1.04,6663e5b7a61d7b9ca7d8,2.0,positive,00_01,00_19,small,67,29.97,False,small_medium,6357,6286,10,affine,e845197f93ca1dd100d2a621,2908,160226_haggling1,test,0,67,Q2,5.109111
one_control,1.0,6663e5b7a61d7b9ca7d8,-7.5,negative,00_04,00_13,medium,64,29.97,False,near_boundary,6357,6286,10,offset,d652ea4440eea3c6c723d25b,2908,160226_haggling1,test,8,72,Q2,5.109111
one_control,1.0,6663e5b7a61d7b9ca7d8,-3.0,negative,00_04,00_13,medium,69,29.97,False,small_medium,6357,6286,10,offset,a634c108efe24b2b36aa1c2c,2908,160226_haggling1,test,3,72,Q2,5.109111
one_control,1.0,6663e5b7a61d7b9ca7d8,-0.5,negative,00_04,00_13,medium,71,29.97,False,near_zero,6357,6286,10,offset,362c1d2e68ab4224947f0a01,2908,160226_haggling1,test,1,72,Q2,5.109111
one_control,1.0,6663e5b7a61d7b9ca7d8,0.0,zero,00_04,00_13,medium,72,29.97,False,zero,6357,6286,10,offset,1c824b6b6dfb97b35bbcc4f7,2908,160226_haggling1,test,0,72,Q2,5.109111
one_control,1.0,6663e5b7a61d7b9ca7d8,0.25,positive,00_04,00_13,medium,71,29.97,False,near_zero,6357,6286,10,offset,920da7cc105bcbff5c4c0296,2908,160226_haggling1,test,0,71,Q2,5.109111
one_control,1.0,6663e5b7a61d7b9ca7d8,2.0,positive,00_04,00_13,medium,70,29.97,False,small_medium,6357,6286,10,offset,d43eae6b683cbc7b39349b35,2908,160226_haggling1,test,0,70,Q2,5.109111
one_control,1.0,6663e5b7a61d7b9ca7d8,7.5,positive,00_04,00_13,medium,64,29.97,False,near_boundary,6357,6286,10,offset,3317922c48e446119db68bd4,2908,160226_haggling1,test,0,64,Q2,5.109111
below_one,0.96,6663e5b7a61d7b9ca7d8,-2.0,negative,00_04,00_13,medium,69,29.97,False,small_medium,6357,6286,10,affine,492bc9cf4e1fa1b657873426,2908,160226_haggling1,test,3,72,Q2,5.109111
below_one,0.96,6663e5b7a61d7b9ca7d8,0.0,zero,00_04,00_13,medium,72,29.97,False,zero,6357,6286,10,affine,c85de5f82b6fe0e56218cd40,2908,160226_haggling1,test,0,72,Q2,5.109111
below_one,0.96,6663e5b7a61d7b9ca7d8,2.0,positive,00_04,00_13,medium,72,29.97,False,small_medium,6357,6286,10,affine,3dffaa7200e8fe9af7c6dc94,2908,160226_haggling1,test,0,72,Q2,5.109111
one_control,1.0,6663e5b7a61d7b9ca7d8,-2.0,negative,00_04,00_13,medium,70,29.97,False,small_medium,6357,6286,10,affine,d8691e729314a0dd7a83ef4a,2908,160226_haggling1,test,2,72,Q2,5.109111
one_control,1.0,6663e5b7a61d7b9ca7d8,0.0,zero,00_04,00_13,medium,72,29.97,False,zero,6357,6286,10,affine,f9c8d1036ebdbf790486f580,2908,160226_haggling1,test,0,72,Q2,5.109111
one_control,1.0,6663e5b7a61d7b9ca7d8,2.0,positive,00_04,00_13,medium,70,29.97,False,small_medium,6357,6286,10,affine,8442003170d53b86fea54345,2908,160226_haggling1,test,0,70,Q2,5.109111
above_one,1.04,6663e5b7a61d7b9ca7d8,-2.0,negative,00_04,00_13,medium,69,29.97,False,small_medium,6357,6286,10,affine,e1503b2365d07aeac3862416,2908,160226_haggling1,test,2,71,Q2,5.109111
above_one,1.04,6663e5b7a61d7b9ca7d8,0.0,zero,00_04,00_13,medium,69,29.97,False,zero,6357,6286,10,affine,ccf000cbc3450d3ecd995b77,2908,160226_haggling1,test,0,69,Q2,5.109111
above_one,1.04,6663e5b7a61d7b9ca7d8,2.0,positive,00_04,00_13,medium,67,29.97,False,small_medium,6357,6286,10,affine,df68b1133039d3b75cd0e1d7,2908,160226_haggling1,test,0,67,Q2,5.109111
one_control,1.0,6663e5b7a61d7b9ca7d8,-7.5,negative,00_26,00_30,wide,64,29.97,False,near_boundary,6357,6286,10,offset,9903800bdae99fa60d1a77f4,2908,160226_haggling1,test,8,72,Q2,5.109111
one_control,1.0,6663e5b7a61d7b9ca7d8,-3.0,negative,00_26,00_30,wide,69,29.97,False,small_medium,6357,6286,10,offset,6dcc492e55754d2ae26fb561,2908,160226_haggling1,test,3,72,Q2,5.109111
one_control,1.0,6663e5b7a61d7b9ca7d8,-0.5,negative,00_26,00_30,wide,71,29.97,False,near_zero,6357,6286,10,offset,8957fbe6829765e11361897d,2908,160226_haggling1,test,1,72,Q2,5.109111
one_control,1.0,6663e5b7a61d7b9ca7d8,0.0,zero,00_26,00_30,wide,72,29.97,False,zero,6357,6286,10,offset,6017283a52c3478f6d5e71a0,2908,160226_haggling1,test,0,72,Q2,5.109111
one_control,1.0,6663e5b7a61d7b9ca7d8,0.25,positive,00_26,00_30,wide,71,29.97,False,near_zero,6357,6286,10,offset,62a95c8978a743beaebe1854,2908,160226_haggling1,test,0,71,Q2,5.109111
one_control,1.0,6663e5b7a61d7b9ca7d8,2.0,positive,00_26,00_30,wide,70,29.97,False,small_medium,6357,6286,10,offset,a54f414eb911199b6492bf03,2908,160226_haggling1,test,0,70,Q2,5.109111
one_control,1.0,6663e5b7a61d7b9ca7d8,7.5,positive,00_26,00_30,wide,64,29.97,False,near_boundary,6357,6286,10,offset,cff9ad4bd1a4582302572981,2908,160226_haggling1,test,0,64,Q2,5.109111
below_one,0.96,6663e5b7a61d7b9ca7d8,-2.0,negative,00_26,00_30,wide,69,29.97,False,small_medium,6357,6286,10,affine,20d9c42b48f794db9b3b9c20,2908,160226_haggling1,test,3,72,Q2,5.109111
below_one,0.96,6663e5b7a61d7b9ca7d8,0.0,zero,00_26,00_30,wide,72,29.97,False,zero,6357,6286,10,affine,a9f2e9c6fff9d649e8e2c809,2908,160226_haggling1,test,0,72,Q2,5.109111
below_one,0.96,6663e5b7a61d7b9ca7d8,2.0,positive,00_26,00_30,wide,72,29.97,False,small_medium,6357,6286,10,affine,6906cb021f1740a45744a2b5,2908,160226_haggling1,test,0,72,Q2,5.109111
one_control,1.0,6663e5b7a61d7b9ca7d8,-2.0,negative,00_26,00_30,wide,70,29.97,False,small_medium,6357,6286,10,affine,d7ab5228f14518931a9b82fd,2908,160226_haggling1,test,2,72,Q2,5.109111
one_control,1.0,6663e5b7a61d7b9ca7d8,0.0,zero,00_26,00_30,wide,72,29.97,False,zero,6357,6286,10,affine,a2c8819f157e6789a8bf63b5,2908,160226_haggling1,test,0,72,Q2,5.109111
one_control,1.0,6663e5b7a61d7b9ca7d8,2.0,positive,00_26,00_30,wide,70,29.97,False,small_medium,6357,6286,10,affine,d69de15c4b286e82580f6044,2908,160226_haggling1,test,0,70,Q2,5.109111
